order_date,year_month,category,subcategory,region,revenue,quantity
2023-11-16,2023-11,Sports,Outdoor,Southeast,50.39,1
2023-11-09,2023-11,Clothing,Shoes,Northeast,207.76,2
2023-11-11,2023-11,Sports,Fitness,West,646.86,2
2023-11-08,2023-11,Home,Lighting,Southeast,65.28,1
2023-11-27,2023-11,Electronics,Headphones,Southeast,365.1,3
2023-11-29,2023-11,Home,Furniture,Midwest,4066.53,3
2023-11-21,2023-11,Sports,Apparel,Northeast,69.98,3
2023-11-24,2023-11,Electronics,Headphones,Northeast,907.38,3
2023-11-23,2023-11,Home,Furniture,West,2527.32,2
2023-11-28,2023-11,Clothing,Shirts,Southeast,34.36,2
2023-11-09,2023-11,Clothing,Shirts,Northeast,56.91,3
2023-11-14,2023-11,Sports,Apparel,Midwest,110.98,4
2023-11-18,2023-11,Clothing,Shirts,Northeast,17.41,1
2023-11-20,2023-11,Home,Lighting,Northeast,417.94,4
2023-11-10,2023-11,Sports,Outdoor,Midwest,164.75,1
2023-11-28,2023-11,Electronics,Headphones,Southeast,378.75,4
2023-11-23,2023-11,Sports,Outdoor,Northeast,942.05,4
2023-11-03,2023-11,Sports,Fitness,Northeast,886.87,4
2023-11-24,2023-11,Sports,Outdoor,Northeast,30.76,1
2023-11-04,2023-11,Electronics,Laptops,Northeast,5860.67,4
2023-11-21,2023-11,Electronics,Headphones,West,174.21,1
2023-11-04,2023-11,Electronics,Headphones,West,242.08,3
2023-11-26,2023-11,Clothing,Shirts,Southeast,47.35,2
2023-11-21,2023-11,Clothing,Shirts,West,58.92,1
2023-11-26,2023-11,Clothing,Shirts,Northeast,118.39,4
2023-11-19,2023-11,Electronics,Laptops,Southeast,3926.2,4
2023-11-06,2023-11,Home,Furniture,West,1019.04,1
2023-11-22,2023-11,Sports,Apparel,West,98.34,1
2023-11-29,2023-11,Electronics,Headphones,Midwest,536.29,1
2023-11-11,2023-11,Clothing,Pants,Northeast,80.94,1
2023-11-19,2023-11,Electronics,Phones,Southeast,1520.81,2
2023-11-26,2023-11,Sports,Outdoor,Southeast,270.53,4
2023-11-22,2023-11,Home,Furniture,West,720.04,1
2023-11-16,2023-11,Clothing,Pants,West,77.57,1
2023-11-07,2023-11,Clothing,Pants,Northeast,269.08,3
2023-11-18,2023-11,Sports,Fitness,Northeast,804.8,3
2023-11-04,2023-11,Electronics,Phones,West,2951.77,2
2023-11-01,2023-11,Sports,Fitness,Southeast,246.54,3
2023-11-23,2023-11,Clothing,Pants,Northeast,91.42,1
2023-11-08,2023-11,Home,Furniture,Midwest,2233.94,2
2023-11-04,2023-11,Home,Furniture,West,2845.87,2
2023-11-07,2023-11,Sports,Fitness,Northeast,374.98,3
2023-11-04,2023-11,Sports,Fitness,Northeast,625.82,4
2023-11-06,2023-11,Sports,Fitness,Southeast,386.9,3
2023-11-08,2023-11,Home,Kitchen,West,400.06,2
2023-11-08,2023-11,Sports,Outdoor,West,958.03,4
2023-11-05,2023-11,Electronics,Phones,Southeast,4462.16,4
2023-11-05,2023-11,Sports,Apparel,West,92.65,1
2023-11-04,2023-11,Sports,Apparel,Midwest,52.26,1
2023-11-13,2023-11,Home,Lighting,West,177.65,2
2023-11-20,2023-11,Home,Lighting,Midwest,549.53,3
2023-11-24,2023-11,Electronics,Headphones,Northeast,1379.24,3
2023-11-14,2023-11,Electronics,Phones,West,1453.98,1
2023-12-10,2023-12,Home,Lighting,Northeast,295,3
2023-12-15,2023-12,Electronics,Headphones,West,1467.03,4
2023-12-09,2023-12,Clothing,Shirts,Southeast,86.69,4
2023-12-22,2023-12,Clothing,Shoes,Midwest,59.7,1
2023-12-22,2023-12,Clothing,Pants,Southeast,247.35,3
2023-12-14,2023-12,Electronics,Headphones,Southeast,1399.79,3
2023-12-29,2023-12,Clothing,Shoes,West,100.55,1
2023-12-11,2023-12,Clothing,Pants,West,61.39,1
2023-12-15,2023-12,Home,Furniture,Northeast,1441.27,1
2023-12-31,2023-12,Home,Furniture,Northeast,1110.94,1
2023-12-14,2023-12,Home,Kitchen,Midwest,84.85,1
2023-12-29,2023-12,Clothing,Shirts,Midwest,246.54,4
2023-12-07,2023-12,Home,Furniture,Northeast,4218.02,3
2023-12-10,2023-12,Clothing,Shoes,Northeast,56.71,1
2023-12-17,2023-12,Sports,Fitness,Midwest,360.93,3
2023-12-24,2023-12,Clothing,Shoes,West,321.86,4
2023-12-05,2023-12,Electronics,Phones,Northeast,6041.87,4
2023-12-03,2023-12,Clothing,Shirts,Northeast,20.15,1
2023-12-11,2023-12,Clothing,Shirts,Midwest,130.92,4
2023-12-05,2023-12,Sports,Fitness,Midwest,16.35,1
2023-12-18,2023-12,Electronics,Headphones,Southeast,184.31,2
2023-12-12,2023-12,Clothing,Shirts,Midwest,84.54,2
2023-12-29,2023-12,Clothing,Shoes,West,50.59,1
2023-12-20,2023-12,Home,Kitchen,Southeast,600.97,3
2023-12-16,2023-12,Clothing,Shirts,West,75.83,2
2023-12-19,2023-12,Sports,Apparel,West,110.05,2
2023-12-08,2023-12,Clothing,Shoes,Southeast,303.13,2
2023-12-13,2023-12,Clothing,Shoes,West,349.38,4
2023-12-02,2023-12,Sports,Fitness,Northeast,941.74,3
2023-12-09,2023-12,Sports,Fitness,West,59.29,3
2023-12-03,2023-12,Home,Lighting,Southeast,429.24,3
2023-12-26,2023-12,Home,Kitchen,Southeast,1146.42,4
2023-12-09,2023-12,Electronics,Laptops,Southeast,3080.69,1
2023-12-02,2023-12,Electronics,Headphones,Northeast,1469.82,3
2023-12-30,2023-12,Home,Kitchen,West,873.73,3
2023-12-24,2023-12,Home,Kitchen,Southeast,322.84,3
2023-12-23,2023-12,Clothing,Pants,Northeast,124.13,2
2023-12-15,2023-12,Home,Lighting,Southeast,536.08,4
2023-12-27,2023-12,Sports,Outdoor,Northeast,145.32,1
2023-12-07,2023-12,Home,Lighting,West,85.84,3
2023-12-28,2023-12,Electronics,Laptops,Southeast,6252.55,4
2023-12-18,2023-12,Home,Lighting,Northeast,492.37,3
2023-12-21,2023-12,Home,Furniture,Midwest,795.24,1
2023-12-26,2023-12,Sports,Apparel,Southeast,83.24,1
2023-12-23,2023-12,Electronics,Headphones,Midwest,382.91,1
2023-12-18,2023-12,Sports,Fitness,West,1020.85,4
2023-12-12,2023-12,Sports,Apparel,Northeast,76.75,1
2023-12-04,2023-12,Electronics,Laptops,Northeast,2468.38,1
2023-12-14,2023-12,Home,Lighting,Southeast,398.9,4
2023-12-09,2023-12,Home,Furniture,West,3877.5,3
2023-12-18,2023-12,Clothing,Shoes,Midwest,124.24,2
2023-12-13,2023-12,Clothing,Shoes,West,115.6,1
2023-12-17,2023-12,Electronics,Laptops,Midwest,4805.42,4
2023-12-10,2023-12,Clothing,Shirts,West,50.91,1
2023-12-31,2023-12,Home,Furniture,West,3508.82,4
2023-12-07,2023-12,Electronics,Laptops,Southeast,2287.62,2
2023-12-03,2023-12,Electronics,Phones,Southeast,2252.21,2
2023-12-18,2023-12,Electronics,Headphones,Midwest,794.21,2
2023-12-29,2023-12,Home,Lighting,Southeast,207.08,4
2023-12-14,2023-12,Clothing,Shoes,Northeast,196.7,2
2023-12-01,2023-12,Clothing,Shirts,Southeast,131.99,3
2023-12-22,2023-12,Electronics,Phones,Northeast,2055.86,2
2023-12-30,2023-12,Clothing,Shirts,Midwest,16.92,1
2023-12-03,2023-12,Electronics,Phones,Northeast,2966.28,3
2023-12-04,2023-12,Clothing,Shirts,Northeast,56.3,2
2023-12-01,2023-12,Electronics,Laptops,Southeast,6543.01,2
2023-12-13,2023-12,Clothing,Shirts,Southeast,61.88,3
2023-12-20,2023-12,Electronics,Phones,Midwest,2572.29,4
2023-12-08,2023-12,Home,Lighting,Southeast,308.27,2
2023-12-02,2023-12,Electronics,Headphones,Northeast,847.1,2
2023-12-07,2023-12,Clothing,Shirts,Northeast,37.12,1
2023-12-11,2023-12,Home,Kitchen,West,1010.65,4
2023-12-24,2023-12,Electronics,Headphones,Southeast,191.37,2
2023-12-10,2023-12,Home,Furniture,Midwest,1776.84,2
2023-12-15,2023-12,Electronics,Laptops,Northeast,3359.44,2
2023-12-02,2023-12,Clothing,Shirts,West,185.15,4
2023-12-21,2023-12,Electronics,Phones,Southeast,1696.94,1
2023-12-12,2023-12,Sports,Outdoor,West,648.69,3
2023-12-18,2023-12,Home,Furniture,Southeast,425.22,1
2023-12-07,2023-12,Sports,Outdoor,Midwest,462.1,2
2023-12-05,2023-12,Home,Furniture,Northeast,2877.71,4
2023-12-12,2023-12,Electronics,Laptops,West,6108.94,4
2023-12-12,2023-12,Electronics,Phones,Southeast,7017.29,4
2023-12-15,2023-12,Sports,Apparel,Midwest,68.47,1
2023-12-04,2023-12,Sports,Outdoor,West,196.89,3
2023-12-19,2023-12,Electronics,Phones,Midwest,2786.96,2
2024-01-02,2024-01,Sports,Apparel,West,78.34,1
2024-01-26,2024-01,Electronics,Laptops,Southeast,2471.09,2
2024-01-14,2024-01,Home,Kitchen,West,883.09,4
2024-01-06,2024-01,Sports,Apparel,Midwest,67.72,1
2024-01-02,2024-01,Home,Furniture,Midwest,943.86,1
2024-01-16,2024-01,Home,Kitchen,West,244.94,1
2024-01-19,2024-01,Home,Furniture,West,577.85,1
2024-01-16,2024-01,Sports,Apparel,West,134.32,2
2024-01-25,2024-01,Home,Furniture,Southeast,980.53,1
2024-01-02,2024-01,Clothing,Shoes,Northeast,127.69,2
2024-01-02,2024-01,Home,Furniture,Midwest,454.39,1
2024-01-02,2024-01,Clothing,Shoes,Midwest,102.81,2
2024-01-17,2024-01,Electronics,Laptops,Midwest,3321.79,2
2024-01-13,2024-01,Home,Lighting,West,265.01,3
2024-01-30,2024-01,Electronics,Headphones,Northeast,243.61,1
2024-01-23,2024-01,Clothing,Shirts,Southeast,76.02,2
2024-01-05,2024-01,Electronics,Laptops,Southeast,3303.46,3
2024-01-05,2024-01,Electronics,Headphones,Southeast,68.68,1
2024-01-12,2024-01,Electronics,Phones,West,821.54,3
2024-01-04,2024-01,Clothing,Pants,Southeast,58.17,1
2024-01-10,2024-01,Sports,Outdoor,West,180.98,1
2024-01-09,2024-01,Clothing,Pants,West,176.28,4
2024-01-11,2024-01,Electronics,Laptops,Northeast,2339.22,2
2024-01-25,2024-01,Electronics,Phones,Southeast,863.45,1
2024-01-01,2024-01,Sports,Outdoor,West,616.73,3
2024-01-03,2024-01,Electronics,Headphones,Southeast,276.99,3
2024-01-05,2024-01,Clothing,Pants,West,121.4,2
2024-01-26,2024-01,Sports,Outdoor,Southeast,136.93,1
2024-01-03,2024-01,Clothing,Pants,Northeast,96.45,2
2024-01-22,2024-01,Sports,Apparel,Northeast,75.37,3
2024-01-09,2024-01,Clothing,Shoes,Southeast,261.66,4
2024-01-27,2024-01,Electronics,Laptops,Midwest,2398.74,2
2024-01-07,2024-01,Electronics,Phones,West,406.46,1
2024-01-19,2024-01,Home,Lighting,West,74.5,1
2024-01-02,2024-01,Home,Kitchen,Southeast,152.77,2
2024-01-09,2024-01,Clothing,Shoes,Southeast,129.91,1
2024-01-10,2024-01,Clothing,Pants,Midwest,71.66,2
2024-01-13,2024-01,Electronics,Phones,Southeast,3341.9,4
2024-01-13,2024-01,Home,Lighting,Midwest,264.87,2
2024-01-26,2024-01,Home,Lighting,Midwest,465.56,3
2024-01-17,2024-01,Electronics,Phones,Midwest,1763.35,2
2024-01-25,2024-01,Electronics,Headphones,West,276.35,1
2024-01-21,2024-01,Sports,Outdoor,Northeast,413.75,3
2024-01-14,2024-01,Clothing,Pants,West,112.86,4
2024-01-30,2024-01,Electronics,Phones,Northeast,2786.97,3
2024-01-04,2024-01,Clothing,Pants,Northeast,226.05,3
2024-01-07,2024-01,Sports,Apparel,Northeast,298.02,4
2024-01-24,2024-01,Home,Lighting,Southeast,177.99,2
2024-01-09,2024-01,Clothing,Pants,Northeast,98.16,2
2024-01-10,2024-01,Home,Furniture,Midwest,648.11,1
2024-01-14,2024-01,Sports,Fitness,Midwest,60.66,1
2024-01-22,2024-01,Clothing,Shirts,West,56.05,2
2024-01-29,2024-01,Sports,Outdoor,Northeast,313.1,2
2024-01-02,2024-01,Sports,Apparel,Northeast,99.72,2
2024-01-28,2024-01,Home,Kitchen,Northeast,404.75,3
2024-01-25,2024-01,Sports,Fitness,Midwest,312.75,2
2024-01-25,2024-01,Clothing,Shoes,Southeast,517.21,4
2024-01-07,2024-01,Home,Furniture,Southeast,2427.57,3
2024-01-29,2024-01,Home,Furniture,Midwest,294.81,1
2024-01-05,2024-01,Home,Lighting,Southeast,275.91,4
2024-01-30,2024-01,Electronics,Headphones,Southeast,112.52,1
2024-01-29,2024-01,Home,Furniture,Northeast,4550.25,4
2024-01-25,2024-01,Clothing,Pants,Midwest,74.81,1
2024-01-29,2024-01,Clothing,Shirts,Northeast,110.2,2
2024-01-23,2024-01,Sports,Apparel,West,66.62,2
2024-01-25,2024-01,Clothing,Shoes,Southeast,357.17,3
2024-01-27,2024-01,Clothing,Pants,Northeast,34.01,1
2024-01-20,2024-01,Sports,Outdoor,West,199.27,2
2024-01-31,2024-01,Electronics,Laptops,Southeast,981.27,1
2024-01-08,2024-01,Home,Furniture,Southeast,940.48,4
2024-01-30,2024-01,Clothing,Pants,Midwest,296.3,4
2024-01-30,2024-01,Home,Furniture,Northeast,1560.69,2
2024-01-17,2024-01,Home,Kitchen,Southeast,563.46,4
2024-01-17,2024-01,Electronics,Laptops,Northeast,1173.21,1
2024-01-29,2024-01,Clothing,Shirts,Northeast,45.49,3
2024-01-01,2024-01,Electronics,Laptops,Southeast,3490.7,2
2024-01-18,2024-01,Clothing,Shoes,Southeast,73.53,1
2024-01-25,2024-01,Home,Lighting,Southeast,184.69,3
2024-02-03,2024-02,Home,Kitchen,Northeast,264.52,1
2024-02-17,2024-02,Clothing,Shoes,Midwest,129.92,3
2024-02-05,2024-02,Clothing,Pants,Midwest,31.39,1
2024-02-24,2024-02,Sports,Apparel,Midwest,84.4,3
2024-02-05,2024-02,Electronics,Phones,Northeast,2181.59,4
2024-02-06,2024-02,Home,Kitchen,Northeast,256.14,2
2024-02-02,2024-02,Electronics,Laptops,Northeast,2583.76,3
2024-02-27,2024-02,Sports,Outdoor,Midwest,305.51,3
2024-02-28,2024-02,Home,Lighting,Midwest,53.01,1
2024-02-15,2024-02,Electronics,Headphones,Midwest,753.75,3
2024-02-15,2024-02,Electronics,Headphones,West,463.67,2
2024-02-17,2024-02,Electronics,Phones,West,453.96,1
2024-02-12,2024-02,Home,Kitchen,Midwest,128.8,4
2024-02-02,2024-02,Clothing,Shirts,West,66.74,4
2024-02-24,2024-02,Electronics,Headphones,Midwest,354.98,2
2024-02-29,2024-02,Sports,Outdoor,Midwest,193.54,1
2024-02-13,2024-02,Home,Furniture,Southeast,4230.02,4
2024-02-09,2024-02,Clothing,Shirts,West,152.16,4
2024-02-25,2024-02,Sports,Fitness,Southeast,742.3,3
2024-02-23,2024-02,Electronics,Headphones,Southeast,268.22,2
2024-02-13,2024-02,Electronics,Phones,Northeast,2637.17,4
2024-02-20,2024-02,Electronics,Laptops,Northeast,6128.39,4
2024-02-06,2024-02,Sports,Outdoor,West,137.51,2
2024-02-10,2024-02,Electronics,Headphones,West,287.73,4
2024-02-04,2024-02,Home,Kitchen,Southeast,647.58,3
2024-02-11,2024-02,Clothing,Shoes,Southeast,289.62,4
2024-02-12,2024-02,Clothing,Shirts,West,129.41,3
2024-02-19,2024-02,Electronics,Phones,Northeast,1372.52,2
2024-02-24,2024-02,Clothing,Shirts,West,66.5,4
2024-02-25,2024-02,Clothing,Shoes,West,121.46,1
2024-02-07,2024-02,Clothing,Pants,Midwest,184.77,3
2024-02-11,2024-02,Clothing,Shoes,Northeast,151.89,4
2024-02-19,2024-02,Home,Lighting,Southeast,293.15,2
2024-02-21,2024-02,Clothing,Shirts,Midwest,79.69,4
2024-02-12,2024-02,Electronics,Laptops,Midwest,3624.84,3
2024-02-27,2024-02,Home,Kitchen,Midwest,530.87,4
2024-02-13,2024-02,Home,Kitchen,Northeast,350.73,2
2024-02-19,2024-02,Clothing,Shoes,Midwest,50.95,1
2024-02-15,2024-02,Sports,Fitness,Southeast,671.73,3
2024-02-15,2024-02,Electronics,Headphones,Southeast,429.32,3
2024-02-09,2024-02,Home,Kitchen,West,739.73,4
2024-02-02,2024-02,Electronics,Headphones,Midwest,566.15,3
2024-02-18,2024-02,Electronics,Headphones,Midwest,75.08,1
2024-02-28,2024-02,Home,Kitchen,Southeast,256.65,3
2024-02-11,2024-02,Clothing,Pants,Southeast,140.72,3
2024-02-14,2024-02,Home,Lighting,West,710.24,4
2024-02-15,2024-02,Clothing,Shoes,Midwest,103.73,1
2024-02-29,2024-02,Home,Furniture,Southeast,846,1
2024-02-22,2024-02,Electronics,Headphones,Midwest,411.15,2
2024-02-28,2024-02,Sports,Outdoor,Southeast,352.47,3
2024-02-22,2024-02,Sports,Outdoor,West,582.66,4
2024-02-17,2024-02,Electronics,Laptops,Midwest,5571.81,4
2024-02-05,2024-02,Home,Kitchen,Northeast,147.2,3
2024-02-25,2024-02,Sports,Outdoor,Northeast,874.89,4
2024-02-25,2024-02,Home,Kitchen,Northeast,25.52,1
2024-02-26,2024-02,Electronics,Phones,Southeast,3123.23,4
2024-02-07,2024-02,Home,Furniture,West,676.05,1
2024-02-05,2024-02,Home,Lighting,West,318.64,3
2024-02-09,2024-02,Clothing,Shoes,Midwest,106.41,1
2024-02-13,2024-02,Home,Furniture,West,818.57,2
2024-02-17,2024-02,Electronics,Headphones,Northeast,637.26,4
2024-02-18,2024-02,Electronics,Laptops,Midwest,1359.87,1
2024-02-08,2024-02,Clothing,Shoes,Northeast,332.77,4
2024-02-23,2024-02,Electronics,Headphones,Midwest,216.41,2
2024-02-13,2024-02,Sports,Outdoor,Midwest,486.23,3
2024-02-29,2024-02,Electronics,Headphones,Midwest,159.06,1
2024-02-12,2024-02,Electronics,Headphones,West,106.52,1
2024-02-22,2024-02,Clothing,Pants,West,212.29,3
2024-02-21,2024-02,Clothing,Shirts,Midwest,18.44,1
2024-02-20,2024-02,Clothing,Shoes,Midwest,86.45,1
2024-02-29,2024-02,Sports,Apparel,Southeast,175.65,2
2024-02-13,2024-02,Electronics,Headphones,Midwest,507.85,4
2024-02-28,2024-02,Electronics,Headphones,Midwest,472.2,3
2024-02-10,2024-02,Clothing,Shirts,Northeast,152.17,3
2024-02-19,2024-02,Home,Furniture,West,1051.19,4
2024-02-23,2024-02,Clothing,Pants,Southeast,136.7,2
2024-02-25,2024-02,Clothing,Shoes,West,66.45,1
2024-02-05,2024-02,Sports,Apparel,West,67.21,2
2024-02-02,2024-02,Clothing,Pants,Northeast,76.83,3
2024-02-14,2024-02,Sports,Apparel,Southeast,87.33,1
2024-02-09,2024-02,Home,Lighting,Southeast,157.64,1
2024-02-11,2024-02,Sports,Apparel,Southeast,347.66,4
2024-02-28,2024-02,Clothing,Pants,Midwest,147.82,2
2024-02-06,2024-02,Electronics,Headphones,West,521.36,2
2024-02-12,2024-02,Home,Furniture,Midwest,1543.32,3
2024-03-07,2024-03,Sports,Fitness,Northeast,237.4,2
2024-03-07,2024-03,Clothing,Shirts,West,110.99,3
2024-03-31,2024-03,Clothing,Shoes,Midwest,99.47,1
2024-03-20,2024-03,Clothing,Pants,Southeast,66.38,1
2024-03-24,2024-03,Home,Lighting,West,60.05,1
2024-03-27,2024-03,Sports,Outdoor,West,374.65,3
2024-03-08,2024-03,Home,Lighting,Midwest,167.72,1
2024-03-28,2024-03,Sports,Outdoor,Southeast,86.96,1
2024-03-27,2024-03,Sports,Apparel,Southeast,355.25,4
2024-03-13,2024-03,Electronics,Laptops,Northeast,2376.88,2
2024-03-02,2024-03,Home,Lighting,Midwest,440.08,3
2024-03-15,2024-03,Sports,Apparel,Northeast,164.67,2
2024-03-18,2024-03,Electronics,Headphones,Southeast,766.75,4
2024-03-25,2024-03,Home,Furniture,West,435.63,1
2024-03-07,2024-03,Home,Lighting,Midwest,128.97,2
2024-03-16,2024-03,Electronics,Laptops,Southeast,594.45,1
2024-03-31,2024-03,Sports,Apparel,Southeast,120.68,3
2024-03-21,2024-03,Clothing,Pants,Southeast,80.8,2
2024-03-02,2024-03,Home,Lighting,Northeast,395.77,4
2024-03-22,2024-03,Sports,Apparel,Northeast,140.34,4
2024-03-26,2024-03,Sports,Apparel,Northeast,132.98,3
2024-03-07,2024-03,Electronics,Laptops,Northeast,1126.59,1
2024-03-30,2024-03,Sports,Outdoor,Southeast,94.54,3
2024-03-23,2024-03,Electronics,Laptops,Midwest,1412.75,2
2024-03-07,2024-03,Home,Lighting,Southeast,153.15,2
2024-03-06,2024-03,Clothing,Shoes,Midwest,38.23,1
2024-03-31,2024-03,Home,Kitchen,Southeast,117.77,1
2024-03-16,2024-03,Clothing,Shirts,West,47.66,3
2024-03-12,2024-03,Electronics,Laptops,Northeast,1450.97,1
2024-03-09,2024-03,Sports,Outdoor,Southeast,179.53,4
2024-03-24,2024-03,Sports,Fitness,Southeast,518.19,4
2024-03-09,2024-03,Electronics,Phones,Northeast,836.31,1
2024-03-02,2024-03,Sports,Apparel,Midwest,160.49,2
2024-03-29,2024-03,Electronics,Phones,Southeast,772.4,1
2024-03-12,2024-03,Sports,Fitness,Northeast,1117.17,4
2024-03-03,2024-03,Clothing,Shoes,Midwest,94.24,1
2024-03-15,2024-03,Home,Furniture,Midwest,1270.82,2
2024-03-28,2024-03,Sports,Apparel,West,269.29,3
2024-03-04,2024-03,Electronics,Phones,Midwest,745.56,2
2024-03-05,2024-03,Electronics,Laptops,Midwest,2238.77,4
2024-03-31,2024-03,Home,Furniture,Midwest,277.3,2
2024-03-20,2024-03,Electronics,Phones,Midwest,3122.28,4
2024-03-20,2024-03,Sports,Outdoor,West,141.52,3
2024-03-23,2024-03,Sports,Outdoor,West,107.96,1
2024-03-14,2024-03,Sports,Outdoor,West,66.97,2
2024-03-16,2024-03,Electronics,Laptops,West,2068.16,4
2024-03-16,2024-03,Home,Lighting,Southeast,39.63,1
2024-03-02,2024-03,Clothing,Shirts,West,68.95,3
2024-03-15,2024-03,Home,Kitchen,Southeast,54.35,1
2024-03-08,2024-03,Clothing,Shoes,Southeast,294.13,4
2024-03-19,2024-03,Sports,Apparel,Midwest,72.69,4
2024-03-20,2024-03,Clothing,Shirts,Southeast,104.1,3
2024-03-20,2024-03,Sports,Outdoor,West,306.79,2
2024-03-24,2024-03,Sports,Fitness,West,886.07,4
2024-03-07,2024-03,Home,Kitchen,Northeast,706.76,3
2024-03-15,2024-03,Home,Kitchen,Southeast,94.72,1
2024-03-26,2024-03,Home,Kitchen,Midwest,472.74,2
2024-03-29,2024-03,Clothing,Shoes,West,98.28,2
2024-03-03,2024-03,Sports,Outdoor,Southeast,377.05,2
2024-03-03,2024-03,Clothing,Pants,West,98.85,3
2024-03-31,2024-03,Home,Kitchen,Midwest,146.22,1
2024-03-11,2024-03,Sports,Apparel,Southeast,109.63,2
2024-03-18,2024-03,Sports,Outdoor,West,279.21,3
2024-03-16,2024-03,Clothing,Shirts,Southeast,102.44,4
2024-03-01,2024-03,Sports,Fitness,Midwest,296.62,2
2024-03-16,2024-03,Clothing,Pants,West,64.57,1
2024-03-12,2024-03,Sports,Apparel,West,105.97,3
2024-03-01,2024-03,Home,Kitchen,Northeast,378.02,4
2024-03-17,2024-03,Clothing,Pants,Southeast,78.19,1
2024-03-29,2024-03,Clothing,Shoes,Northeast,188.3,2
2024-03-23,2024-03,Electronics,Laptops,Midwest,1956.83,3
2024-03-06,2024-03,Electronics,Headphones,West,706.9,4
2024-03-11,2024-03,Home,Lighting,Midwest,204.5,3
2024-03-25,2024-03,Clothing,Pants,Northeast,82.76,1
2024-03-08,2024-03,Sports,Fitness,Northeast,439.4,2
2024-03-14,2024-03,Sports,Fitness,Midwest,238.91,2
2024-03-15,2024-03,Electronics,Phones,West,714.96,1
2024-03-18,2024-03,Sports,Fitness,Midwest,544.73,3
2024-03-20,2024-03,Electronics,Headphones,Midwest,377.39,2
2024-03-25,2024-03,Sports,Fitness,West,922.39,4
2024-03-06,2024-03,Electronics,Phones,Southeast,1037.35,2
2024-03-02,2024-03,Clothing,Shoes,Midwest,427.8,4
2024-03-06,2024-03,Sports,Apparel,West,45.67,1
2024-03-03,2024-03,Clothing,Shirts,Southeast,166.71,3
2024-03-02,2024-03,Electronics,Phones,West,2188.65,3
2024-03-11,2024-03,Home,Lighting,Northeast,236.62,3
2024-03-24,2024-03,Electronics,Laptops,Northeast,6446.86,4
2024-03-01,2024-03,Clothing,Shirts,West,59.39,4
2024-03-20,2024-03,Clothing,Shoes,Midwest,97.18,1
2024-03-30,2024-03,Electronics,Laptops,Midwest,6295.59,4
2024-03-04,2024-03,Electronics,Headphones,West,223.68,2
2024-04-25,2024-04,Home,Furniture,Midwest,1421.56,1
2024-04-25,2024-04,Clothing,Shoes,West,285.31,2
2024-04-12,2024-04,Electronics,Headphones,West,731.86,4
2024-04-30,2024-04,Home,Lighting,Northeast,97.25,2
2024-04-15,2024-04,Clothing,Shoes,West,368.3,2
2024-04-19,2024-04,Electronics,Laptops,Southeast,1208.46,1
2024-04-22,2024-04,Sports,Fitness,West,1298.93,2
2024-04-19,2024-04,Sports,Fitness,Midwest,1443.27,4
2024-04-01,2024-04,Electronics,Phones,Midwest,3223.34,4
2024-04-17,2024-04,Home,Furniture,West,487.84,1
2024-04-18,2024-04,Home,Furniture,Midwest,3014.34,2
2024-04-01,2024-04,Electronics,Laptops,Northeast,2213.35,3
2024-04-08,2024-04,Sports,Fitness,Northeast,1893.85,4
2024-04-05,2024-04,Clothing,Shoes,West,191.88,1
2024-04-29,2024-04,Clothing,Shirts,Northeast,156.74,4
2024-04-05,2024-04,Sports,Outdoor,Southeast,198.47,3
2024-04-21,2024-04,Clothing,Pants,Northeast,96.49,1
2024-04-05,2024-04,Electronics,Headphones,West,64.18,1
2024-04-26,2024-04,Electronics,Phones,Southeast,870.19,2
2024-04-11,2024-04,Clothing,Pants,Southeast,178.62,2
2024-04-25,2024-04,Clothing,Shoes,West,142.67,1
2024-04-01,2024-04,Home,Lighting,Southeast,874.98,4
2024-04-13,2024-04,Electronics,Laptops,Northeast,5829.99,4
2024-04-17,2024-04,Home,Kitchen,Midwest,333.38,2
2024-04-12,2024-04,Home,Kitchen,West,827.09,3
2024-04-16,2024-04,Home,Kitchen,West,1106.56,4
2024-04-02,2024-04,Clothing,Shirts,Northeast,170.1,4
2024-04-11,2024-04,Electronics,Headphones,West,343.4,2
2024-04-07,2024-04,Electronics,Phones,Northeast,1535.6,4
2024-04-13,2024-04,Electronics,Laptops,West,1328.09,2
2024-04-07,2024-04,Sports,Apparel,Southeast,323.98,3
2024-04-06,2024-04,Home,Furniture,Midwest,467.69,2
2024-04-27,2024-04,Sports,Outdoor,West,1692.07,4
2024-04-15,2024-04,Electronics,Laptops,Northeast,2407.2,2
2024-04-11,2024-04,Electronics,Laptops,Northeast,1228.01,2
2024-04-09,2024-04,Sports,Outdoor,Southeast,969.4,2
2024-04-29,2024-04,Home,Kitchen,Midwest,68.91,1
2024-04-13,2024-04,Electronics,Phones,Northeast,1646.7,2
2024-04-07,2024-04,Home,Lighting,West,172.84,1
2024-04-27,2024-04,Electronics,Headphones,Northeast,181.96,1
2024-04-08,2024-04,Electronics,Headphones,Southeast,214.08,4
2024-04-24,2024-04,Clothing,Shirts,Northeast,131.98,3
2024-04-22,2024-04,Electronics,Laptops,Northeast,4071.51,3
2024-04-09,2024-04,Sports,Apparel,Southeast,165.22,2
2024-04-23,2024-04,Home,Kitchen,Southeast,853.2,3
2024-04-07,2024-04,Electronics,Phones,Northeast,778.9,1
2024-04-23,2024-04,Electronics,Phones,West,878.88,4
